winner,win_con,title_bout,r_fighter,b_fighter,weight_class,r_str_acc,b_str_acc,r_td,b_td,r_SLpM,b_SLpM,r_SApM,b_SApM,r_consec_wins,b_consec_wins,r_wins,b_wins,r_losses,b_losses,r_reach_adv,r_stance,b_stance
b,Submission,False,Yves Jabouin,Felipe Arantes,Bantamweight,0.5,0.66,2,0,1.25,1.0,1.0,1.25,0,0,5,3,4,3,-5.0,Orthodox,Orthodox
b,Submission,False,Marcos Rogerio de Lima,Nikita Krylov,Light Heavyweight,0.5,0.72,0,0,2.5,10.5,10.5,2.5,2,2,2,3,0,2,-2.0,Orthodox,Orthodox
r,Decision - Split,False,Chris Kelades,Chris Beal,Flyweight,0.45,0.41,1,2,3.3333333333333335,3.1333333333333333,3.1333333333333333,3.3333333333333335,0,0,1,2,1,1,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Shane Campbell,Elias Silverio,Lightweight,0.63,0.55,2,2,2.933333333333333,1.4666666666666666,1.4666666666666666,2.933333333333333,0,0,0,3,1,1,-2.0,Orthodox,Orthodox
r,KO/TKO,False,Misha Cirkunov,Daniel Jolly,Light Heavyweight,0.82,0.42,3,0,6.0,1.5,1.5,6.0,0,0,0,0,0,0,2.0,Orthodox,Orthodox
r,Submission,False,Glover Teixeira,Ovince Saint Preux,Light Heavyweight,0.67,0.55,5,0,4.076923076923077,2.3076923076923075,2.3076923076923075,4.076923076923077,0,2,5,6,2,1,-4.0,Orthodox,Southpaw
b,Decision - Split,False,Michael Johnson,Beneil Dariush,Lightweight,0.37,0.37,0,0,5.6,5.0,5.0,5.6,4,4,8,5,4,1,1.0,Southpaw,Southpaw
r,KO/TKO,False,Derek Brunson,Sam Alvey,Middleweight,0.6,0.36,0,0,13.5,2.0,2.0,13.5,2,3,4,3,1,1,2.0,Southpaw,Southpaw
r,Decision - Unanimous,False,Jared Rosholt,Timothy Johnson,Heavyweight,0.55,0.45,2,3,1.2666666666666666,1.7333333333333334,1.7333333333333334,1.2666666666666666,1,1,4,1,1,0,-2.0,Orthodox,Southpaw
b,Submission,False,Sara McMann,Amanda Nunes,Women's Bantamweight,0.12,0.69,0,0,1.0,13.5,13.5,1.0,0,1,2,3,2,1,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Ray Borg,Geane Herrera,Flyweight,0.49,0.53,3,0,1.7333333333333334,0.4666666666666667,0.4666666666666667,1.7333333333333334,2,0,2,0,1,0,-3.0,Orthodox,Orthodox
r,KO/TKO,False,Uriah Hall,Oluwale Bamgbose,Middleweight,0.61,0.58,1,0,5.5,3.5,3.5,5.5,0,0,3,0,3,0,1.0,Orthodox,Switch
r,Decision - Unanimous,False,Chris Camozzi,Tom Watson,Middleweight,0.59,0.58,3,1,5.8,5.466666666666667,5.466666666666667,5.8,0,0,6,2,7,4,2.0,Orthodox,Orthodox
r,KO/TKO,False,Dustin Ortiz,Willie Gates,Flyweight,0.71,0.4,4,0,7.666666666666667,1.0833333333333333,1.0833333333333333,7.666666666666667,0,1,3,1,2,1,-7.0,Orthodox,Orthodox
r,Decision - Split,False,Frankie Saenz,Sirwan Kakai,Bantamweight,0.43,0.48,1,3,5.333333333333333,3.6666666666666665,3.6666666666666665,5.333333333333333,2,1,2,1,0,0,,Orthodox,
b,KO/TKO,False,Chris Dempsey,Jonathan Wilson,Light Heavyweight,0.0,0.5,0,0,0.0,4.0,4.0,0.0,1,0,1,0,1,0,-3.0,Orthodox,Southpaw
r,Submission,False,Marlon Vera,Roman Salazar,Bantamweight,0.52,0.48,0,1,3.5714285714285716,2.0,2.0,3.5714285714285716,0,0,0,0,1,1,,Switch,
b,Submission,False,Anthony Christodoulou,Scott Holtzman,Lightweight,0.27,0.51,0,1,2.5833333333333335,5.916666666666667,5.916666666666667,2.5833333333333335,0,0,0,0,1,0,,,Orthodox
r,KO/TKO,True,Ronda Rousey,Bethe Correia,Women's Bantamweight,0.59,0.64,0,0,19.0,9.0,9.0,19.0,5,3,5,3,0,0,2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Mauricio Rua,Rogerio Nogueira,Light Heavyweight,0.54,0.37,2,0,3.533333333333333,4.2,4.2,3.533333333333333,0,0,6,4,8,3,1.0,Orthodox,Southpaw
r,Submission,True,Glaico Franca Moreira,Fernando Bruno,Ultimate Fighter Brazil 4 Lightweight Tournament,0.74,0.62,4,2,1.6428571428571428,1.4285714285714286,1.4285714285714286,1.6428571428571428,0,0,0,0,0,0,,Orthodox,
r,Decision - Unanimous,True,Reginaldo Vieira,Dileno Lopes,Ultimate Fighter Brazil 4 Bantamweight Tournament,0.56,0.42,0,3,3.933333333333333,3.066666666666667,3.066666666666667,3.933333333333333,0,0,0,0,0,0,,Orthodox,
r,Decision - Unanimous,False,Stefan Struve,Antonio Rodrigo Nogueira,Heavyweight,0.59,0.52,0,1,6.2,3.933333333333333,3.933333333333333,6.2,0,0,9,5,5,5,7.0,Orthodox,Orthodox
r,KO/TKO,False,Antonio Silva,Soa Palelei,Heavyweight,0.57,0.54,0,1,3.2,3.8,3.8,3.2,0,1,2,4,4,2,1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Claudia Gadelha,Jessica Aguilar,Women's Strawweight,0.44,0.37,4,0,7.4,4.666666666666667,4.666666666666667,7.4,0,0,1,0,1,0,0.0,Orthodox,Orthodox
r,Submission,False,Demian Maia,Neil Magny,Welterweight,0.76,0.0,2,0,1.8571428571428572,0.0,0.0,1.8571428571428572,2,7,14,8,6,2,-8.0,Southpaw,Orthodox
b,KO/TKO,False,Rafael Cavalcante,Patrick Cummins,Light Heavyweight,0.51,0.53,0,8,2.3,4.9,4.9,2.3,0,0,1,3,2,2,-2.0,Orthodox,Orthodox
r,Submission,False,Warlley Alves,Nordine Taleb,Welterweight,0.44,0.5,2,0,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888,2,3,2,3,0,0,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Iuri Alcantara,Leandro Issa,Bantamweight,0.52,0.47,0,1,3.533333333333333,1.7333333333333334,1.7333333333333334,3.533333333333333,0,2,6,2,3,1,2.0,Southpaw,Orthodox
r,KO/TKO,False,Vitor Miranda,Clint Hester,Middleweight,0.76,0.44,1,1,8.142857142857142,2.142857142857143,2.142857142857143,8.142857142857142,1,0,1,4,1,1,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Hugo Viana,Guido Cannetti,Bantamweight,0.34,0.62,1,4,0.8666666666666667,2.1333333333333333,2.1333333333333333,0.8666666666666667,0,0,3,0,2,1,-1.0,Orthodox,Southpaw
r,KO/TKO,True,TJ Dillashaw,Renan Barao,Bantamweight,0.55,0.34,0,0,7.8,4.133333333333334,4.133333333333334,7.8,3,1,7,8,2,1,-3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Miesha Tate,Jessica Eye,Women's Bantamweight,0.47,0.39,1,0,3.8666666666666667,3.7333333333333334,3.7333333333333334,3.8666666666666667,3,1,3,1,2,1,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Edson Barboza,Paul Felder,Lightweight,0.47,0.31,0,0,4.266666666666667,3.1333333333333333,3.1333333333333333,4.266666666666667,0,2,9,2,3,0,5.0,Orthodox,Orthodox
r,KO/TKO,False,Joe Lauzon,Takanori Gomi,Lightweight,0.57,0.29,1,0,7.5,3.5,3.5,7.5,0,0,11,4,7,5,1.0,Orthodox,Southpaw
b,KO/TKO,False,Gian Villante,Tom Lawlor,Light Heavyweight,0.48,0.42,1,0,6.2,4.4,4.4,6.2,2,1,3,5,2,4,2.0,Orthodox,Southpaw
r,Decision - Split,False,Jim Miller,Danny Castillo,Lightweight,0.4,0.33,2,0,3.0,2.3333333333333335,2.3333333333333335,3.0,0,0,13,7,5,5,0.0,Southpaw,Orthodox
b,Decision - Split,False,Kenny Robertson,Ben Saunders,Welterweight,0.48,0.48,2,0,6.066666666666666,6.533333333333333,6.533333333333333,6.066666666666666,3,2,4,6,3,3,-3.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Eddie Wineland,Bryan Caraway,Bantamweight,0.28,0.32,0,0,3.466666666666667,4.066666666666666,4.066666666666666,3.466666666666667,0,0,3,4,4,2,1.0,Orthodox,Orthodox
b,Submission,False,Daron Cruickshank,James Krause,Lightweight,0.31,0.66,0,1,6.0,10.0,10.0,6.0,0,0,6,2,4,3,-1.0,Switch,Orthodox
b,Decision - Split,False,Ramsey Nijem,Andrew Holbrook,Lightweight,0.46,0.51,6,0,1.9333333333333333,1.3333333333333333,1.3333333333333333,1.9333333333333333,0,0,5,0,4,0,5.0,Orthodox,Southpaw
b,Decision - Unanimous,False,Jessamyn Duke,Elizabeth Phillips,Women's Bantamweight,0.45,0.48,2,2,2.4,3.2666666666666666,3.2666666666666666,2.4,0,0,1,0,2,2,8.0,Orthodox,Orthodox
r,KO/TKO,False,Zak Cummings,Dominique Steele,Middleweight,0.46,1.0,0,0,14.0,2.0,2.0,14.0,0,0,2,0,1,0,1.0,Southpaw,Orthodox
r,Decision - Split,False,Michael Bisping,Thales Leites,Middleweight,0.41,0.4,0,1,4.6,3.16,3.16,4.6,1,5,16,10,7,3,-3.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Ross Pearson,Evan Dunham,Lightweight,0.57,0.54,0,5,1.0666666666666667,1.7333333333333334,1.7333333333333334,1.0666666666666667,1,1,9,8,5,6,-1.0,Orthodox,Southpaw
r,Submission,False,Joe Duffy,Ivan Jorge,Lightweight,0.27,0.46,0,0,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.6666666666666665,1,1,1,2,0,1,0.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Joanne Calderwood,Cortney Casey,Women's Strawweight,0.64,0.61,3,0,6.0,3.8,3.8,6.0,0,0,1,0,1,0,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Leon Edwards,Pawel Pawlak,Welterweight,0.5,0.3,0,0,2.4,1.6,1.6,2.4,1,1,1,1,1,1,1.0,Southpaw,Orthodox
r,KO/TKO,False,Stevie Ray,Leonardo Mafra,Lightweight,0.46,0.57,0,0,9.5,11.5,11.5,9.5,1,1,1,1,0,2,0.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Paddy Holohan,Vaughan Lee,Flyweight,0.37,0.52,1,0,1.8666666666666667,1.8,1.8,1.8666666666666667,1,0,2,3,1,4,3.0,Orthodox,Orthodox
r,KO/TKO,False,Ilir Latifi,Hans Stringer,Light Heavyweight,0.77,0.4,0,0,7.0,2.0,2.0,7.0,0,0,2,1,2,1,,Orthodox,
r,Decision - Unanimous,False,Mickael Lebout,Teemu Packalen,Lightweight,0.5,0.57,0,3,2.8666666666666667,2.3333333333333335,2.3333333333333335,2.8666666666666667,0,0,0,0,1,0,-2.0,Orthodox,Orthodox
r,KO/TKO,False,Robert Whiteford,Paul Redmond,Featherweight,0.54,0.35,0,0,6.666666666666667,3.6666666666666665,3.6666666666666665,6.666666666666667,1,0,1,0,1,1,,Southpaw,
b,KO/TKO,False,Marcus Brimage,Jimmie Rivera,Bantamweight,0.52,0.55,0,0,9.0,15.0,15.0,9.0,0,0,4,0,3,0,3.0,Southpaw,Orthodox
r,KO/TKO,False,Daniel Omielanczuk,Chris de la Rocha,Heavyweight,0.75,0.08,0,0,15.0,1.0,1.0,15.0,0,0,1,0,2,0,-6.0,Southpaw,Orthodox
r,KO/TKO,False,Frank Mir,Todd Duffee,Heavyweight,0.43,0.37,0,0,16.0,9.0,9.0,16.0,1,2,15,3,9,1,1.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Josh Thomson,Tony Ferguson,Lightweight,0.33,0.55,1,0,2.2,5.533333333333333,5.533333333333333,2.2,0,5,3,8,3,1,-5.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Holly Holm,Marion Reneau,Women's Bantamweight,0.36,0.34,1,0,4.333333333333333,1.7333333333333334,1.7333333333333334,4.333333333333333,1,2,1,2,0,0,1.0,Southpaw,Orthodox
b,Decision - Unanimous,False,Scott Jorgensen,Manvel Gamburyan,Bantamweight,0.48,0.44,1,5,2.4,2.8,2.8,2.4,0,1,4,5,6,6,-1.0,Orthodox,Orthodox
r,Submission,False,Kevin Lee,James Moontasri,Lightweight,0.32,0.33,1,0,4.5,3.0,3.0,4.5,3,1,3,1,1,1,6.0,Orthodox,Switch
r,Decision - Unanimous,False,Alan Jouban,Matt Dwyer,Welterweight,0.49,0.24,1,0,3.4,1.9333333333333333,1.9333333333333333,3.4,1,1,2,1,1,1,-3.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Sam Sicilia,Yaotzin Meza,Featherweight,0.29,0.48,2,1,0.8,1.2,1.2,0.8,1,1,4,2,4,2,-4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Jessica Andrade,Sarah Moras,Women's Bantamweight,0.55,0.32,3,0,3.3333333333333335,1.2,1.2,3.3333333333333335,0,1,3,1,2,0,-5.0,Orthodox,Orthodox
r,Decision - Split,False,Rani Yahya,Masanori Kanehara,Bantamweight,0.35,0.54,4,0,1.6,1.6,1.6,1.6,1,1,5,1,2,0,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Igor Araujo,Sean Strickland,Welterweight,0.47,0.42,0,3,2.6,4.733333333333333,4.733333333333333,2.6,0,0,2,2,1,1,1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Kevin Casey,Ildemar Alcantara,Middleweight,0.47,0.3,1,0,2.7333333333333334,1.3333333333333333,1.3333333333333333,2.7333333333333334,0,1,0,4,1,2,-1.0,Southpaw,Orthodox
b,KO/TKO,False,Andrew Craig,Lyman Good,Welterweight,0.2,0.51,0,0,2.5,6.875,6.875,2.5,0,0,3,0,3,0,2.0,Orthodox,Orthodox
b,KO/TKO,False,Jake Ellenberger,Stephen Thompson,Welterweight,0.35,0.57,0,1,1.25,5.0,5.0,1.25,1,4,9,5,5,1,-4.0,Orthodox,Orthodox
r,Submission,True,Kamaru Usman,Hayder Hassan,Ultimate Fighter 21 Welterweight Tournament,0.57,0.27,6,0,2.5,0.5,0.5,2.5,0,0,0,0,0,0,,Switch,
r,Decision - Unanimous,False,Michael Graves,Vicente Luque,Welterweight,0.6,0.49,7,0,1.8,1.8666666666666667,1.8666666666666667,1.8,0,0,0,0,0,0,-4.0,Orthodox,Orthodox
r,KO/TKO,False,Jorge Masvidal,Cezar Ferreira,Welterweight,0.52,0.38,0,1,3.0,1.75,1.75,3.0,0,0,5,4,2,2,-4.0,Orthodox,Southpaw
b,Submission,False,Angela Magana,Michelle Waterson,Women's Strawweight,0.33,0.78,1,3,0.6666666666666666,3.9166666666666665,3.9166666666666665,0.6666666666666666,0,0,0,0,1,0,3.0,Orthodox,Orthodox
r,KO/TKO,False,Maximo Blanco,Mike de la Torre,Featherweight,0.57,0.2,0,0,4.0,1.0,1.0,4.0,2,1,3,1,3,1,0.0,Orthodox,Orthodox
r,Submission,False,Josh Samman,Caio Magalhaes,Middleweight,0.63,0.37,0,0,6.0,1.5,1.5,6.0,2,4,2,4,0,1,6.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Russell Doane,Jerrod Sanders,Bantamweight,0.5,0.68,1,3,0.8666666666666667,1.0,1.0,0.8666666666666667,0,0,2,0,1,1,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Dan Miller,Trevor Smith,Middleweight,0.42,0.67,0,1,1.6666666666666667,3.4,3.4,1.6666666666666667,0,0,6,2,6,3,-1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,George Sullivan,Dominic Waters,Welterweight,0.56,0.24,2,5,3.6,0.8666666666666667,0.8666666666666667,3.6,0,0,2,0,1,0,-6.0,Orthodox,Orthodox
b,KO/TKO,False,Darrell Montague,Willie Gates,Flyweight,0.3,0.57,0,0,4.0,19.0,19.0,4.0,0,0,0,0,2,1,-5.0,Southpaw,Orthodox
b,KO/TKO,True,Chad Mendes,Conor McGregor,Interim Featherweight,0.64,0.5,4,0,3.4444444444444446,5.111111111111111,5.111111111111111,3.4444444444444446,1,5,8,5,2,0,-8.0,Orthodox,Southpaw
r,KO/TKO,True,Robbie Lawler,Rory MacDonald,Welterweight,0.44,0.38,0,0,3.3333333333333335,4.095238095238095,4.095238095238095,3.3333333333333335,3,3,10,9,4,2,-2.0,Southpaw,Orthodox
b,KO/TKO,False,Dennis Bermudez,Jeremy Stephens,Featherweight,0.42,0.52,1,0,3.5,3.8,3.8,3.5,0,0,7,10,2,10,-5.0,Orthodox,Orthodox
r,Submission,False,Gunnar Nelson,Brandon Thatch,Welterweight,0.75,0.57,0,0,3.0,4.0,4.0,3.0,0,0,4,2,1,1,-2.0,Switch,Switch
b,KO/TKO,False,Brad Pickett,Thomas Almeida,Bantamweight,0.36,0.43,0,0,4.0,4.8,4.8,4.0,0,2,4,2,5,0,-2.0,Orthodox,Southpaw
r,Submission,False,Matt Brown,Tim Means,Welterweight,0.67,0.4,1,0,6.25,4.0,4.0,6.25,0,4,12,6,7,3,0.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Mike Swick,Alex Garcia,Welterweight,0.2,0.23,0,5,1.2666666666666666,1.6,1.6,1.2666666666666666,0,0,10,2,4,1,5.0,Orthodox,Orthodox
b,Decision - Split,False,Cathal Pendred,John Howard,Welterweight,0.51,0.54,0,0,3.0,3.2,3.2,3.0,4,0,4,6,0,6,3.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Cody Garbrandt,Henry Briones,Bantamweight,0.4,0.33,3,0,4.266666666666667,2.3333333333333335,2.3333333333333335,4.266666666666667,1,1,1,1,0,0,-4.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Neil Seery,Louis Smolka,Flyweight,0.48,0.51,0,6,1.4,1.5333333333333334,1.5333333333333334,1.4,2,1,2,2,1,1,-4.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Yosdenis Cedeno,Cody Pfister,Lightweight,0.34,0.15,0,5,1.7333333333333334,1.0,1.0,1.7333333333333334,0,0,1,0,2,1,-4.0,Orthodox,Orthodox
b,KO/TKO,False,Lyoto Machida,Yoel Romero,Middleweight,0.48,0.6,0,1,2.8181818181818183,3.8181818181818183,3.8181818181818183,2.8181818181818183,0,5,14,5,6,0,1.0,Southpaw,Southpaw
b,KO/TKO,False,Santiago Ponzinibbio,Lorenz Larkin,Welterweight,0.32,0.55,0,0,4.125,8.0,8.0,4.125,2,1,2,2,1,4,1.0,Orthodox,Orthodox
r,Submission,False,Antonio Carlos Junior,Eddie Gordon,Middleweight,0.51,0.26,4,0,2.857142857142857,0.8571428571428571,0.8571428571428571,2.857142857142857,0,0,1,1,1,2,3.0,Orthodox,Orthodox
r,KO/TKO,False,Thiago Santos,Steve Bosse,Middleweight,0.75,0.0,0,0,3.0,0.0,0.0,3.0,1,0,2,0,2,0,4.0,Orthodox,Orthodox
r,Decision - Split,False,Hacran Dias,Levan Makashvili,Featherweight,0.51,0.56,3,2,1.1333333333333333,2.466666666666667,2.466666666666667,1.1333333333333333,1,1,2,1,2,0,1.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Alex Oliveira,Joe Merritt,Welterweight,0.33,0.58,5,0,0.7333333333333333,1.5333333333333334,1.5333333333333334,0.7333333333333333,1,0,1,0,1,0,,Orthodox,
r,Decision - Unanimous,False,Leandro Silva,Lewis Gonzalez,Welterweight,0.58,0.37,3,2,1.8666666666666667,1.4,1.4,1.8666666666666667,1,0,1,0,2,0,,Orthodox,
b,KO/TKO,False,Steve Montgomery,Tony Sims,Welterweight,0.32,0.52,0,0,4.5,5.0,5.0,4.5,0,0,0,0,0,0,,,Southpaw
b,Decision - Unanimous,False,Danny Martinez,Sirwan Kakai,Bantamweight,0.32,0.35,0,5,3.933333333333333,3.466666666666667,3.466666666666667,3.933333333333333,0,0,0,0,2,0,,Orthodox,
r,KO/TKO,True,Joanna Jedrzejczyk,Jessica Penne,Women's Strawweight,0.61,0.28,0,0,9.0,1.7857142857142858,1.7857142857142858,9.0,3,1,3,1,0,0,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Dennis Siver,Tatsuya Kawajiri,Featherweight,0.36,0.56,0,4,1.4666666666666666,1.4666666666666666,1.4666666666666666,1.4666666666666666,0,0,11,1,7,1,1.0,Orthodox,Orthodox
r,Submission,False,Peter Sobotta,Steve Kennedy,Welterweight,0.46,0.25,2,0,3.0,1.5,1.5,3.0,1,0,1,0,3,0,,Southpaw,
r,Decision - Unanimous,False,Nick Hein,Lukasz Sajewski,Lightweight,0.42,0.3,1,0,3.6,1.7333333333333334,1.7333333333333334,3.6,0,0,1,0,1,0,-5.0,Southpaw,Orthodox
r,Submission,False,Makwan Amirkhani,Masio Fullen,Featherweight,0.0,1.0,1,0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,2.0,Southpaw,Orthodox
r,KO/TKO,False,Mairbek Taisumov,Alan Patrick,Lightweight,0.53,0.44,0,0,3.8333333333333335,2.8333333333333335,2.8333333333333335,3.8333333333333335,2,2,3,2,1,0,-1.0,Orthodox,Southpaw
b,Submission,False,Alan Omer,Arnold Allen,Featherweight,0.53,0.3,2,1,3.1818181818181817,2.090909090909091,2.090909090909091,3.1818181818181817,0,0,0,0,1,0,,,Southpaw
b,Decision - Majority,False,Niklas Backstrom,Noad Lahat,Featherweight,0.35,0.62,4,1,0.7333333333333333,4.133333333333334,4.133333333333334,0.7333333333333333,0,1,1,1,1,1,,,Orthodox
r,KO/TKO,False,Scott Askham,Antonio Dos Santos,Middleweight,0.68,0.52,0,0,5.5,5.5,5.5,5.5,0,0,0,0,1,1,,Southpaw,
b,TKO - Doctor's Stoppage,False,Piotr Hallmann,Magomed Mustafaev,Lightweight,0.56,0.43,2,0,3.625,2.25,2.25,3.625,0,0,2,0,2,0,0.0,Orthodox,Orthodox
r,KO/TKO,False,Taylor Lapilus,Yuta Sasaki,Bantamweight,0.51,0.39,0,1,5.166666666666667,2.6666666666666665,2.6666666666666665,5.166666666666667,1,0,1,1,0,1,2.0,Southpaw,Southpaw
b,Submission,True,Cain Velasquez,Fabricio Werdum,Heavyweight,0.52,0.55,4,1,7.333333333333333,8.0,8.0,7.333333333333333,4,5,11,7,1,2,0.0,Orthodox,Orthodox
b,Decision - Split,False,Gilbert Melendez,Eddie Alvarez,Lightweight,0.28,0.48,0,3,2.466666666666667,2.066666666666667,2.066666666666667,2.466666666666667,0,0,1,0,2,1,4.0,Orthodox,Orthodox
r,KO/TKO,False,Kelvin Gastelum,Nate Marquardt,Middleweight,0.53,0.36,1,0,5.9,1.8,1.8,5.9,0,0,5,11,1,7,-3.0,Southpaw,Orthodox
r,Decision - Split,False,Yair Rodriguez,Charles Rosa,Featherweight,0.56,0.49,1,5,3.7333333333333334,2.6,2.6,3.7333333333333334,1,1,1,1,0,1,2.0,Orthodox,Switch
r,Decision - Unanimous,False,Tecia Torres,Angela Hill,Women's Strawweight,0.4,0.39,2,0,2.1333333333333333,1.8,1.8,2.1333333333333333,1,1,1,1,0,0,-4.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Henry Cejudo,Chico Camus,Flyweight,0.43,0.33,1,0,4.133333333333334,3.2,3.2,4.133333333333334,2,1,2,3,0,2,-2.0,Orthodox,Orthodox
r,Submission,False,Efrain Escudero,Drew Dober,Lightweight,1.0,0.0,0,0,1.0,0.0,0.0,1.0,1,1,4,1,5,2,1.0,Orthodox,Southpaw
b,Submission,False,Alejandro Perez,Patrick Williams,Bantamweight,0.0,0.5,0,0,0.0,2.0,2.0,0.0,1,0,1,0,0,1,-6.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Francisco Trevino,Johnny Case,Lightweight,0.45,0.36,0,4,2.2666666666666666,2.6666666666666665,2.6666666666666665,2.2666666666666666,1,2,1,2,0,0,-2.0,Orthodox,Orthodox
b,Decision - Unanimous,False,Augusto Montano,Cathal Pendred,Welterweight,0.38,0.41,0,4,1.4,1.1333333333333333,1.1333333333333333,1.4,1,3,1,3,0,0,-2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Gabriel Benitez,Clay Collard,Featherweight,0.56,0.21,0,6,4.0,2.2666666666666666,2.2666666666666666,4.0,1,1,1,1,0,1,-2.0,Southpaw,Orthodox
b,KO/TKO,False,Tim Boetsch,Dan Henderson,Middleweight,0.5,0.8,0,0,3.0,12.0,12.0,3.0,0,0,9,7,7,7,0.0,Orthodox,Orthodox
r,Submission,False,Ben Rothwell,Matt Mitrione,Heavyweight,0.31,0.38,0,0,5.0,8.0,8.0,5.0,2,3,4,9,3,3,-4.0,Orthodox,Switch
r,KO/TKO,False,Dustin Poirier,Yancy Medeiros,Lightweight,0.75,0.46,1,0,13.5,3.0,3.0,13.5,1,2,9,2,3,2,-3.0,Southpaw,Orthodox
b,KO/TKO,False,Thiago Tavares,Brian Ortega,Featherweight,0.41,0.4,6,0,2.7857142857142856,2.9285714285714284,2.9285714285714284,2.7857142857142856,2,0,9,0,5,0,1.0,Orthodox,Switch
b,KO/TKO,False,Joe Soto,Anthony Birchak,Bantamweight,0.11,0.41,0,0,1.0,16.0,16.0,1.0,0,0,0,0,1,1,-4.0,Orthodox,Orthodox
r,KO/TKO,False,Francisco Rivera,Alex Caceres,Bantamweight,0.55,0.0,0,0,5.0,0.0,0.0,5.0,0,0,3,5,3,5,-3.0,Orthodox,Southpaw
r,KO/TKO,False,Shawn Jordan,Derrick Lewis,Heavyweight,0.62,0.26,3,0,4.6,1.2,1.2,4.6,2,1,5,3,3,1,-4.0,Southpaw,Orthodox
b,KO/TKO,False,Brian Ebersole,Omari Akhmedov,Welterweight,0.15,0.37,0,0,0.4,3.0,3.0,0.4,1,1,5,2,2,1,0.0,Southpaw,Orthodox
r,Decision - Unanimous,False,Chris Wade,Christos Giagos,Lightweight,0.56,0.33,4,0,2.1333333333333333,1.8666666666666667,1.8666666666666667,2.1333333333333333,2,1,2,1,0,1,-1.0,Orthodox,Orthodox
r,Submission,False,Joe Proctor,Justin Edwards,Lightweight,0.38,0.36,0,2,4.785714285714286,4.5,4.5,4.785714285714286,0,0,3,2,2,4,2.0,Orthodox,Orthodox
b,Decision - Split,False,Ricardo Abreu,Jake Collier,Middleweight,0.31,0.31,3,0,3.1333333333333333,4.466666666666667,4.466666666666667,3.1333333333333333,1,0,1,0,0,1,,,Orthodox
r,Submission,False,Jose Quinonez,Leonardo Morales,Bantamweight,0.66,0.75,1,0,1.0,1.5,1.5,1.0,0,0,0,0,1,1,,Southpaw,
r,TKO - Doctor's Stoppage,False,Carlos Condit,Thiago Alves,Welterweight,0.46,0.49,2,0,7.5,3.4,3.4,7.5,0,2,6,13,4,6,5.0,Orthodox,Orthodox
b,Submission,False,Nik Lentz,Charles Oliveira,Featherweight,0.53,0.76,2,1,3.3636363636363638,5.818181818181818,5.818181818181818,3.3636363636363638,1,3,9,7,3,4,-6.0,Orthodox,Orthodox
b,Submission,False,KJ Noons,Alex Oliveira,Welterweight,0.63,0.23,0,3,3.5,1.5,1.5,3.5,2,0,2,0,1,1,-6.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Francimar Barroso,Ryan Jimmo,Light Heavyweight,0.47,0.57,0,0,3.066666666666667,2.3333333333333335,2.3333333333333335,3.066666666666667,0,0,1,3,1,3,2.0,Orthodox,Orthodox
r,Decision - Unanimous,False,Francisco Trinaldo,Norman Parke,Lightweight,0.34,0.3,0,4,4.4,1.6666666666666667,1.6666666666666667,4.4,2,0,6,4,3,1,0.0,Southpaw,Southpaw
b,KO/TKO,False,Wendell Oliveira Marques,Darren Till,Welterweight,0.56,0.6,0,0,3.6666666666666665,4.166666666666667,4.166666666666667,3.6666666666666665,0,0,0,0,1,0,,,Southpaw
